name,city,state,good_suggestion,bad_suggestion,period
Bread Time,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Bread Time,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Fenway Cafe,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Fenway Cafe,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Tipping Cow Homemade Ice Cream,Somerville,MA,['It is good to see that the food in your shop is delicious and keep it.'],"['Chocolate food looks not good in your shop and tries to improve it.', 'The cream in your shop is not very popular for consumers and try to improve it.']",pre covid
Tipping Cow Homemade Ice Cream,Somerville,MA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is refreshing and keep it something new to attract people.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Gelato Express,North Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']",['Chocolate food looks not good in your shop and tries to improve it.'],pre covid
Gelato Express,North Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
720 Sweets,Burnaby,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']",['The food in your shop seems not soft or too soft for consumer. Trt to improve it.'],pre covid
720 Sweets,Burnaby,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Amorino Gelato,Cambridge,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious nutty food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
